architect,ApproxDate,RecordIDs,ArchMiddle,artists_keyword,primary_architect_last,primary_artist_middle,SubjectTags,EngravingText,longitude,state,BlkNum,acquisition,architecture_firm,borough_x,ArtForm,zip_code,ArtistGiven,landscape_architect,Medium,secondary_artist_middle,LotID,foundry,managing_city_agency
,False,1177,,French,,,"animals, eagle",PRESENTED BY / G. W. BURNHAM / MDCCCLXIII,-73.972532,NY,1111,Gift of Gordon Webster Burnham,,Manhattan,Statue,10019,Christophe,,Bronze,,1.0,,Department of Parks and Recreation
,False,126,,"Austrian, American",,,"military, equestrian, immigrant, american civil war, war, veteran, german american",,-73.970083,NY,,Gift of Sigel Monument Association,,Manhattan,Statue,10025,Karl,Bosworth,Bronze,,,,Department of Parks and Recreation
,False,4669,,"Mexican, American, Latinx, Latin American",,,"african american, black american, black history, musician","EDWARD KENNEDY “DUKE” ELLINGTON/ 1899-1974/ ORCHESTRA LEADER, PIANIST, COMPOSER/ A GIFT TO THE CITY OF NEW YORK/ FROM/ BOBBY SHORT, FOUNDER/ THE DUKE ELLINGTON MEMORIAL FUND/ AND THOUSANDS OF/ ELLINGTON FANS AROUND THE WORLD/ DEDICATED JULY 1, 1997",-73.949346,NY,1111,Gift of the Duke Ellington Memorial Fund,,Manhattan,Statue,10029,Robert,,Bronze,,1.0,Artworks Foundr,Department of Parks and Recreation
,False,,,,,,"president of the united states, american revolutionary war, war, colonial","GEN. GEORGE WASHINGTON / TRAVELED THIS ROAD ON HIS TOUR / OF LONG ISLAND APRIL 24TH, 1790 / TO COMMEMMORATE THAT EVENT, THE / MATINECOCK CHAPTER OF / THE DAUGHTERS OF THE AMERICAN REVOLUTION / OF FLUSHING, NEW YORK HAVE SET THIS MARKER / MAY 25TH, 1934",-73.745437,NY,7720,"Gift of Daughters of the American Revolution, Matinecock Chapter",,Queens,"Plaque, Boulder",11364,,,Bronze,,100.0,,Department of Parks and Recreation
,False,"912, 1611",,American,White,William,"american civil war , war",F[']ICK MACMONNIES / SCULP 1900 / LEBLANC-BARBEDIENNE / PARIS,-73.970006,NY,,Commissioned by The City of Brooklyn,,Brooklyn,Relief,11238,Frederick,,Bronze,,,LeBlanc Barbedienne,Department of Parks and Recreation
,False,1049,,American,,,philanthropist,THIS TABLET IS ERECTED / BY / THE CITY OF NEW YORK / IN HONOR OF / DR. LOUIS A. DREYFUS / AND HIS WIFE / BERTA E. DREYFUS / WHO DEEDED THIS LAND AS A PARK TO / THE CITY OF NEW YORK / TO PERPETUATE THE MEMORY OF THE / HEROES OF STATEN ISLAND / WHO MADE THE SUPREME SACRIFICE / IN THE WORLD WAR. /---/ A.D. 1920. /,-74.087585,NY,0588,Commissioned by The City of New York,,Staten Island,Plaque,10301,Francis,,Bronze,,40.0,,Department of Parks and Recreation
,False,"1062, 1183, 2994",Morris,American,Hunt,Quincy Adams,"american civil war, soldier, veterans, war","Front: THE SEVENTH REGIMENT MEMORIAL / OF / 1861-1865 Side: IN HONOR OF THE MEMBERS / OF THE / SEVENTH REGIMENT/ N.G.S.N.Y., FIFTY EIGHT IN NUMBER / WHO GAVE THEIR LIVES / IN / DEFENCE OF THE UNION / 1861-1865 Rear: ERECTED / BY THE/ SEVENTH REGIMENT / NATIONAL GUARD S.N.Y. / 1873",-73.976472,NY,1111,"Gift of 7th Regiment National Guard, State of New York",,Manhattan,Statue,10023,John,,Bronze,,1.0,"R. Wood & Co., Phila",Department of Parks and Recreation
,False,"85, 1947, 2573, 4020",,American,,Edwin,"mayor, governor","Pedestal front, top: ABRAHAM DE PEYSTER/ 1685 ALDERMAN, 1691-95 MAYOR, 1701 COMPTROLLER,/ AND 1708 RECEIVER GENERAL OF THE PORT OF NEW YORK;/ 1698 MEMBER OF EARL BELLOMONT'S COUNCIL / 1698 ASSOCIATE JUDGE OF THE SUPREME COURT / 1700 COLONEL COMMANDING REGIMENT OF MILITIA OR CITY TRAINED BANDS/ 1701 CHIEF JUSTICE; 1701-PRESIDENT OF THE KINGS COUNCIL AND THUS/ ACTING GOVERNOR OF THE PROVINCE OF NEW YORK./ 1706-1721 TREASURER OF THE PROVINCES OF NEW YORK AND NEW JERSEY. / BORN 8TH JULY, 1657 -- DIED 2ND AUG 1728./ JOHANNES, COL. ABRAHAM DE PEYSTER'S FATHER/ WAS BURGOMASTER 1673, ALDERMAN 1666-69, 1673-76,/ AND DEPUTY MAYOR, N.Y. 1677./ JOHANNES, JR. HIS SON, ALDERMAN, 1700-1-10, MAYOR 1698. Pedestal front, bottom: ERECTED BY/ JOHN WATTS DE PEYSTER,/ 7TH GENERATION IN DIRECT DECENT/ RESIDENT OF, AND 6TH BORN IN/ 1ST WARD, CITY OF NEW YORK. Sculpture, base: GEO E BISSELL, SCULPTOR, 1896 Self base, lower left: ""E GRUET JNE FONDEUR PARIS",-74.002788,NY,0168,Gift of John Watts De Peyster,,Manhattan,Statue,10013,George,,Bronze,,1.0,E. Gruet Jne. Fondeur,Department of Parks and Recreation
,False,4719,,,,,"veterans, world war i, world war ii, war","Front: GRAVESEND VETERANS MEMORIAL / IN HONOR OF THOSE WHO / SERVED IN THE ARMED FORCES / OF THE UNITED STATES OF AMERICA / TO PRESERVE LIFE, LIBERTY / AND THE PURSUIT OF HAPPINESS. Rear: GRAVESEND WAS FOUNDED IN 1643 / BY LADY DEBORAH MOODY / WHO NAMED THIS COMMUNITY / AFTER HER HOME TOWN GRAVESEND / ENGLAND, FOUNDED ON THE PRECEPTS OF / RELIGIOUS FREEDOM, GRAVESEND / WHICH MEANS / AT THE END OF THE GROVE / DERIVES ITS NAME FROM / TWO SAXON WORDS / ""GRAFES ENDE""",73.974472,NY,7123,Gift of the Gravesend Chamber of Commerce Inc.,,Brooklyn,Stele,11223,,,Granite,,2.0,,Department of Parks and Recreation
,False,3943,,British,Butter,,"astronomy, sundial",,-73.962126,NY,,Gift of Hugh Trumbull Adams,Levine & Blumberg,Manhattan,"Sundial, Sculpture",10022,Albert,,Bronze,,,,Department of Parks and Recreation
,False,,,,,,american revolutionary war,1776 --- HUDSON FULTON CELBRATION COMMISSION --- 1909 / ON THIS HILL-TOP STOOD FORT TRYON / THE NORTHERN OUT-WORK OF / FORT WASHINGTON. / ITS GALLLANT DEFENSE AGAINST / THE HESSIAN TROOPS / BY / THE MARYLAND AND VIRGINIA REGIMENT/ 16 NOVEMBER 1776 / WAS SHARED BY / MARGARET CORBIN / THE FIRST AMERICAN WOMAN / TO TAKE A SOLDIER'S PART / IN THE WAR FOR LIBERTY / --- / ERECTED UNDER THE AUSPICES OF / THE AMERICAN SCENIC AND HISTORIC / PRESERVATION SOCIETY / THROUGH THE GENEROSITY OF / C.K.G. BILLINGS,-73.932586,NY,2179,Gift of C.K.G. Billings and the American Scenic and Historic Preservation Society,,Manhattan,Stele,10040,,,Bronze,,625.0,J & R Lamb Co.,Department of Parks and Recreation
,False,5296,,French,,Auguste,"american revolutionary war, colonial, french, president of the united states, war",Plaque: LAFAYETTE WASHINGTON / PRESENTED TO THE CITY OF NEW YORK / BY/CHARLES B. ROUSS / APRIL NINETEENTH NINETEENHUNDRED,-73.958000,NY,1849,Gift of Charles Broadway Rouss,,Manhattan,Statue,10026,Frederic,,Bronze,,1.0,,Department of Parks and Recreation
,False,1371,,,,,"norwegian, world war ii, war","Large boulder (south):DEDICATED IN THE YEAR 1982 / TO THE PEOPLE OF THE UNITED STATES OF AMERICA / BY WAR VETERANS OF / THE NORWEGIAN MERCHANT MARINE / AND THE ROYAL NORWEGIAN NAVY / IN MEMORY OF HELP AND HOSPITALITY / SHOWN DURING OUR MUTUAL STRUGGLE / FOR FREEDOM AND PEACE / IN WORLD WAR II / Large boulder (north): THESE BOULDERS WERE BROUGHT HERE / FROM THE COAST OF NORWAY / -- WHERE FORCES OF NATURE HAVE WORN / AND SHAPED THEM FOR THOUSANDS OF YEARS / Granite marker: IN WORLD WAR II 1100 / NORWEGIAN SHIPS SERVED THE / ALLIED CAUSE BY HAULING SUPPLIES / BETWEEN U.S. PORTS AND THE WAR / THEATERS ABROAD. / A SIZEABLE PART OF THE ALLIED / FORCES WERE SUPPLIED BY SHIPS / FLYING THE NORWEGIAN FLAG. / MORE THAN 30,000 SAILORS / AND NAVAL GUNNERS MANNED THE SHIPS. / MANY OF THEM LOOKED TO / NEW YORK, THE PRINCIPAL PORT OF / CALL, AS THEIR HOME PORT DURING / THE WAR. / THE LOSSES WERE HEAVY / 570 SHIPS AND 4000 SAILORS. /",-74.017333,NY,0003,Gift of Norwegian War Veterans,,Manhattan,Plaque,10004,,,Granite,,1.0,,Department of Parks and Recreation
,True,5009,,Polish,,,"public servant, politician, judge","HON. HAROLD W. COHN / 1913-1974 / STATE ASSEMBLYMAN 1958-1969 / CIVIL AND ACTING / SUPREME COURT JUDGE 1969-1974 / A GREAT HUMANITARIAN / RESPONSIBLE FOR THE / BETTERMENT OF THE / QUALITY OF LIFE / FOR THE CITIZENS OF / WILLIAMSBURG / GREENPOINT / FORT GREENE / OCTOVBER 28, 1992 /",-73.964583,NY,,Gift of Friends of Cohn Square,,Brooklyn,"Bas-Relief, Stele",11211,Stanislaw,,Bronze,,,Bedi-Makky Art Foundry Corp.,Department of Parks and Recreation
,False,1619,,"German, American",,Alexander,"allegorical, history, law, government",,-73.923397,NY,2468,Purchased with Works Progress Administration Funds,,Bronx,Sculpture,10451,Adolph,,Marble,,1.0,,Department of Citywide Administrative Services
,False,,,,,,"world war i, war",THIS GRANITE BOULDER / LEFT HERE DURING THE / GLACIAL PERIOD HAS BEEN / KNOWN FOR GENERATIONS AS / SUGAR LOAF ROCK / AND MARKS THE BOYHOOD / PLAYGROUND OF MANY / OF THE MEN / WHOSE GALLANT DEEDS / IT NOW COMMEMORATES,-74.087535,NY,0588,Gift of Dr. Louis and Berta E. Dreyfus,,Staten Island,Plaque,10301,,,Bronze,,40.0,,Department of Parks and Recreation
,False,6887,,"Woman, Spanish",,,"fountain, native american, indigenous, south american",,-73.938008,NY,,Commissioned through Department of Cultural Affairs Percent for Art Program,RBA Group,Manhattan,Fountain,10033,Ester,,"Cast Concrete, Ceramic Tile, Stainless Steel",,,,Department of Design and Construction; Department of Transportation
,False,1638,,,,,"american revolutionary war, colonial, war","HISTORIC MARKER OF BATTLE PASS / AT THIS POINT THE OLD PORTE ROAD OR VALLEY GROVE ROAD / INTERSECTED THE LINE OF HILLS SEPARATING FLATBUSH FROM / BROOKLYN AND GOWANUS. IN THE BATTLE OF LONG ISLAND, AUGUST 27, 1776, THIS PASS WAS BARRICADED IN FRONT BY DONGAN OAK / AND OTHER OBSTRUCTIONS. IT WAS PROTECTED BY ARTILLERY ON / REDOUT HILL JUST TO THE EAST. HERE THE AMERICAN FORCES / STOOD THEIR GROUND AGAINST THE HESSIANS COMING FROM THE / SOUTH TILL FLANKED FROM THE RIVER BY A BODY OF BRITISH TROOPS. / GENERAL SULLIVAN WAS CAPTURED, BUT MOST OF HIS TROOPS / RETREATED ACROSS WHAT IS NOW THE LONG MEADOW, JOINING / THE MARYLAND AND OTHER TROOPS FOR THE FINAL RESISTANCE / NEAR THE OLD STONE HOUSE OF GOWANUS. /",-73.967262,NY,1117,"Gift of Battle Pass Chapter, Daughters of the American Revolution",,Brooklyn,"Plaque, Boulder",11238,,,Bronze,,1.0,Pitbladdo Monument Works (original); U.S. Bronze (replacement),Department of Parks and Recreation
,False,,,,,,"korean war, war","IN MEMORY OF / ROBERT R. PELLICANE / BORN APRIL 10, 1924 / DIED MAY 3, 1950 / 1ST LIEUTENANT / 52ND FIGHTER WING / 1957",-73.7692791,NY,,,,Queens,Plaque,11423,,,Bronze,,,,Department of Parks and Recreation
,False,832,,American,,,"children, literary character, wpa",,-73.964475,NY,1117,Commissioned by The City of New York through The Temporary Emergency Relief Administration,,Brooklyn,Bas-Relief,11225,Emil,,Limestone,,1.0,,Department of Parks and Recreation
,False,1949,,American,,George Richard,"women, reformer, wpa, fountain, literary character, woman, journalist, child welfare",IN THE DEPTHS / OF DESPAIR MAY / I NEVER LOSE / HOPE/ 2. MAY I NEVER FAIL A FRIEND / NOR FIGHT A / FOE BUT FAIRLY/ 3. IN MEMORY OF / SOPHIE IRENE / LOEB / LOVER OF CHILDREN / A HOME FOR EVERY CHILD/ 4. SPARE ME / FROM JUDGING / HARSHLY 5 / HER GREATEST / WEALTH WAS HER / HEART OF GOLD LOEB WAS A NEWSPAPERWOMAN AND PROMINENT SOCIAL WORKER. SHE WAS THE FIRST PRESIDENT OF THE CHILD WELFARE BOARD OF NYC.,-73.965104,NY,1111,Gift of August Heckscher,Badgeley & Wood,Manhattan,Fountain,10021,Frederick,,Granite,,1.0,,Department of Parks and Recreation
,False,1096,,"French, German",,Wellington,"american civil war, war",,-73.788544,NY,9831,Gift of Soldiers and Sailors Memorial Association,,Queens,Statue,11432,Frederick,,Bronze,,50.0,,Department of Parks and Recreation
,False,2284,Morris,American,Hunt,Quincy Adams,"abolitionist, christian, philanthropist, politician, reformer, temperance movement",Sculpture: J Q A WARD / SCULPTOR / 1885 / Pedestal front: WILLIAM EARL DODGE Pedestal rear: ERECTED BY / VOLUNTARY SUBSCRIPTION / UNDER THE AUSPICES OF THE / CHAMBER OF COMMERCE / OF THE / STATE OF NEW YORK / 1885,-73.983287,NY,1257,Gift of the Chamber of Commerce of the State of New York,,Manhattan,Statue,10018,John,,Bronze,,2.0,"Henry-Bonnard Bronze Company, New York",Department of Parks and Recreation
,False,207,Russell,American,Pope,Earle,"equestrian, politician, president of the united states, governor",,-73.972829,NY,1130,Acquired by provision of the New York State Legislature,,Manhattan,Statue,10024,James,,Bronze,,1.0,,Department of Parks and Recreation
,True,889,E.,American,Davis,,"spanish-american war, war",TO THE BRAVE MEN / OF BRONX BOROUGH / WHO GAVE THEIR LIVES / FOR THEIR COUNTRY / IN THE WAR WITH SPAIN / THIS MEMORIAL / IS DEDICATED / A.D. 1919 / Plaque: IN MEMORIAM / U.S.S MAINE / DESTROYED IN HAVANA HARBOR / FEBRUARY 15TH 1898 / THIS TABLET IS CAST FROM METAL RECOVERED FROM THE U.S.S. MAINE,-73.927718,NY,2318,Gift of Public Subscription,,Bronx,"Column, Globe, Bas-Relief, Plaque",10454,Charles,,Bronze,,75.0,"Jno Williams Inc, NY (plaque with bas-relief)",Department of Parks and Recreation
,False,2267,,,,,"president of the united states, politician, public servant",IN MEMORY OF / JOHN FITZGERALD KENNEDY / 35TH PRESIDENT OF THE UNITED STATES / THIS TREE PLANTED ON DECEMBER 6TH 1963 / BY / ABE STARK / PRESIDENT OF THE BOROUGH OF BROOKLYN,-73.989860,NY,0139,Gift of the Brooklyn Borough President,,Brooklyn,Plaque,11201,,,Granite,,1.0,,Department of Parks and Recreation
,True,150,,American,,C.,allegorical,Rear of dolphin base: CARL TEFFT / SCULPTOR / ROMAN BRONZE WORKS NY 1905,-73.879170,NY,3272,Purchase,,Bronx,Ornamental Fountain,10458,Carl,,Bronze,,1.0,Roman Bronze Works,Department of Parks and Recreation
,False,4375,,"African American, Black American",,,abstract,"Base: ""When I was about four or five still wearing dresses, I lived with mother in a place called Brick Row - a lot of cement, rented rooms sort of like a motel. And right in the middle of that on Perdido Street was the Funky Butt Hall old, beat up. Big cracks in the wall. On Saturday nights, Mama couldn't find us because we wanted to hear that music. Before the dance the band would play out front about a half-hour. And us little kids would all do little dances.""",-73.861392,NY,1722,Commissioned through Department of Cultural Affairs Percent for Art Program,Dattner Architects,Queens,Sculpture,11368,Howard,,"Cast Iron, Welded Steel",,5.0,,Department of Parks and Recreation
,False,1807,,"Puerto Rican, American, Latinx, Latin American",,Luis,"tree, nature, seed, metamorphosis",,-73.938828,NY,1769,Commissioned through Department of Cultural Affairs Percent for Art Program,Housing Preservation and Development Open Spaces Program,Manhattan,Sculpture,10035,Jorge,,Painted Steel,,29.0,,Department of Parks and Recreation
,True,177,,American,Embury II,George Richard,"animals, wpa, bathhouse",,-73.898056,NY,2941,Purchased with Works Progress Administration Funds,,Bronx,Bas-Relief Roundel,10457,Frederick,,Stone,,1.0,,Department of Parks and Recreation
,False,1945,,,,,fountain,"THIS FOUNTAIN ORIGINALLY STOOD ON SITE OF OLD POST OFFICE. BEGUN IN 1842, COMPLETED JAN. 7, 1843. EMBELLISHED 1847. IT WAS REMOVED TO MADISON SQUARE PARK AND REDEDICATED JUNE 28, 1867.",-73.988297,NY,0852,,,Manhattan,Fountain,10010,,,Granite,,1.0,,Department of Parks and Recreation
,False,1348,,American,,George Richard,"animals, alaska","Integral plinth, front: BALTO Integral plinth, right: F.G.R. ROTH Integral plinth, rear: Founder's mark Plaque: DEDICATED TO THE INDOMITABLE SPIRIT OF / THE SLED DOGS / THAT RELAYED ANTI TOXIN SIX HUNDRED MILES OVER ROUGH ICE / ACROSS TREACHEROUS WATERS THROUGH ARCTIC BLIZZARDS FROM / NENNANA TO THE RELIEF OF STRICKEN NOME IN THE / WINTER OF 1925 /---/ ENDURANCE FIDELITY INTELLIGENCE Bas-relief on plaque: F.G.R. ROTH",-73.971013,NY,1111,"Gift of The ""Balto Monument Committee""",,Manhattan,Statue,10022,Frederick,,Bronze,,1.0,,Department of Parks and Recreation
,True,1396,,American,,,abstract,,-73.842834,NY,3984,Commissioned through Department of Cultural Affairs Percent for Art Program,,Bronx,Sculpture,10461,David,,Bronze,,100.0,"Art Foundry, Santa Fe, NM",Department of Parks and Recreation
,False,1947,,,,,"crime, victims, justice","THIS TREE IS DEDICATED IN / MEMORY AND RECOGNITION OF THE CITIZENS OF NEW YORK / WHO HAVE BEEN VICTIMS OF VIOLENT CRIMES / DEDICATED APRIL 24, 1991",-74.00553,NY,0122,Gift of the National Victim Center,Department of Parks and Recreation,Manhattan,Tablet,10007,,,Granite,,1.0,,Department of Parks and Recreation
,False,451,Van Buren,,Magonigle,,"animals, horses, firefighters",MAY 1927 / THIS TABLET IS DEDICATED / TO THE HORSES THAT SHARED / IN VALOR AND DEVOTION / AND WITH MIGHTY SPEED / BORE THE RESCUE. / --- / SUBSCRIBED /UNDER THE AUSPICES OF THE / AMERICAN SOCIETY / FOR THE PREVENTION / OF CRUELTY TO / ANIMALS.,-73.97328687,NY,1897,Gift of the American Society for the Prevention of Cruelty of Animals,,Manhattan,Tablet,10025,,,Bronze,,1.0,,Department of Parks and Recreation
,False,2580,,American,,,"entertainer, african american, black american, black history","BILL 'BOJANGLES' ROBINSON / BILL 'BOJANGLES' ROBINSON (1878-1949) WAS A WELL / KNOWN TAP DANCER FROM THE EARLY 1900's TO THE / LATE 1940's. HE PERFORMED IN THEATERS ON BROADWAY / AND THROUGHOUT THE UNITED STATES AND EUROPE, / AND STARRED IN SEVERAL HOLLYWOOD MADE MOVIES. / DANCE CRITICS REFER TO HIM AS THE ''MASTER / OF TAP DANCING."" / BILL ROBINSON RESIDED AT THE DUNBAR APARTMENTS / LOCATED ACROSS WEST 150TH STREET. IN 1934, HE / ARRANGED TO HAVE THE SITE DEVELOPED AS A PUBLIC / PLAYGROUND. THROUGHOUT HIS LIFE HE GAVE GENEROUS / DONATIONS TO AND MADE PERSONAL APPEARANCES / FOR CHARITY CAUSES IN HARLEM AND IN MANY UNITED / STATES CITIES.",-73.937285,NY,2036,Gift of the Office of the Mayor,,Manhattan,Mural,10039,,Adams,Aluminum,,25.0,,Department of Parks and Recreation
,False,4248,,,,,"world war i, world war ii, korean war, vietnam war, war, veterans","Panel 1: IN MEMORY OF / MATTHEW J. BUONO / BORN JUNE 28 1942 / DIED APRIL 4 1968 / PLEASE TAKE A MOMENT TO REMEMBER MATTHEW. / HE AND ALL OF AMERICA'S WAR DEAD GAVE THEIR LIVES / FOR THEIR COUNTRY, FOR FREEDOM AND FOR YOU. / NEVER FORGET. / Panel 2: KOREAN WAR / Panel 3: VIETNAM WAR / MATTHEW J. BUONO / Panel 4: WORLD WAR I /[list of 6 names] / Panel 5: WORLD WAR II / [list of 37 names] /",-74.063596,NY,2830,Commissioned by the Department of Parks and Recreation,Storch Associates,Staten Island,Fountain,10305,,,Granite,,150.0,,Department of Parks and Recreation
,False,6278,,"Italian, American",,,"italian americans, italy, italians, immigrant, immigration","Top inscription: INSPIRATIO PER EXEMPLUM - INSPIRATION THROUGH EXAMPLE / Far left section: THIS GARDEN HONORS THE LEGACY OF ITALIAN-AMERICAN / JOHN N. LACORTE (1910-1991) / Middle left section: JOHN LACORTE CHAMPIONED AWARENESS OF THE POSITIVE / ACHIEVEMENTS OF ITALIANS AND ITALIAN-AMERICANS. HIS EFFORTS / LED TO THE ESTABLISHMENT OF THE ITALIAN HISTORICAL SOCIETY OF AMERICA (1949), WHOSE MISSION IS TO PERPETUATE THE NAMES OF THOSE OF ITALIAN HERITAGE WHO HAVE CONTRIBUTED TO THE / ADVANCEMENT OF HUMANKIND. / Middle bottom section: THE VERRAZANO MEDALLION, THE WORK OF ARTIST ALBINO MANCA / (1898-1976), WAS ORIGINALLY COMMISSIONED TO COMMEMORATE THE / 1964 DEDICATION OF THE VERRAZANO-NARROWS BRIDGE, VANDALIZED / AND LOST FOR MANY YEARS, THE RESTORED MEDALLION HAS BEEN / INCORPORATED INTO THIS COMMEMORATIVE GARDEN. / Middle right section: AMONG THESE INDIVIDUALS WAS GIOVANNI DA VERRAZANO (1480-1528), / THE FIRST EUROPEAN TO SAIL THROUGH THESE NARROWS TO DISCOVER / UPPER NEW YORK BAY AND THE HUDSON RIVER IN 1524, EIGHTY-FIVE / YEARS PRIOR TO HENRY HUDSON'S ARRIVAL. THE DEDICATED EFFORT / OF JOHN LACORTE LED TO THE NAMING OF THIS MAGNIFICENT BRIDGE / AFTER THE GREAT ITALIAN EXPLORER / Far right section: THROUGHOUT HIS LIFE JOHN LACORTE WAS GUIDED BY THE PRINCIPLE / ""INSPIRATIO PER EXEMPLUM,"" WHICH BECAME THE MOTTO OF THE ITALIAN HISTORICAL SOCIETY OF AMERICA. / JULY 4TH, 2003 BROOKLYN, NEW YORK /",-74.033067,NY,6140,Gift of The Italian Historic Society,"Mark Sullivan, Sullivan Group Design LLC",Brooklyn,Memorial Wall,11209,Albino,,Bronze,,1.0,,Department of Parks and Recreation
,,4191,,,,,"maritime, mythology, roman mythology",,-74.100806,NY,0076,,John W. Fiske Iron Works (1892); Quennell Rothschild Associates (1994),Staten Island,Fountain,10301,,,Bronze,,200.0,,Department of Parks and Recreation
,False,"653, 1947, 6081",,American,White,William,"american revolutionary war, colonial, war, prisoner of war","Base (proper left): [signed] Frederick MacMonnies / Paris 1890 / Base (proper right): Jaboeuf & Bezout / Fondeurs à Paris Pedestal (front): NATHAN HALE. /---/ A CAPTAIN / IN THE REGULAR / ARMY / OF THE / UNITED STATES / WHO GAVE HIS LIFE / FOR HIS COUNTRY / IN THE CITY OF / NEW YORK / SEPT. 22nd / 1776. Bandeau: “I REGRET THAT I HAVE BUT ONE LIFE TO LOSE FOR MY COUNTRY” / Pedestal (rear, in field): EXECI MONUMENTUM AERE PERENNUS / Pedestal (rear): 1776 / 1883 / SONS OF THE REVOLUTION / Pedestal (outer band): ERECTED BY THE SONS OF THE REVOLUTION OF THE STATE OF / NEW YORK",-74.006386,NY,0122,Gift of Sons of the Revolution of New York State,,Manhattan,Statue,10007,Frederick,,Bronze,,1.0,,Department of Parks and Recreation
,False,883,,,Hastings,,"architect, artist",TO THE MEMORY OF / JOHN MERVEN CARRÉRE / 1858 --- 1911,-73.974424,NY,1897,Gifted by The Committee on Memorial to John Merven Carrere,Carrere & Hastings,Manhattan,Railing,10025,,,Granite,,1.0,,Department of Parks and Recreation
,False,1859,,American,Embury II,George Richard,"animals, wpa",Signed: F.G.R. ROTH,-73.971080,NY,1111,Purchased with T.E.R.A. Funds,,Manhattan,Bas-Relief,10019,Frederick,,Limestone,,1.0,,Department of Parks and Recreation
,False,1362,,,,,"world war i, war","WILLIAM F. MOORE MEMORIAL PARK / RECONSTRUCTED AND DEDICATED 1980 / IN MEMORIAM TO OUR BELOVED PRIVATE - USMC / 47TH COMPANY 3RD BATTALION 5TH REGIMENT / WHO SACRIFICED HIS LIFE IN COMBAT / BELLEAU WOODS, FRANCE - JUNE 7, 1918",-73.855417,NY,,,,Queens,Flagstaff Base,11368,,,,,,,Department of Parks and Recreation
,False,"1286, 1371",,,Bacon,,"belgian, colonial","PRESENTED TO THE CITY / OF NEW YORK BY THE / CONSEIL PROVINCIAL DU HAINAUT / IN MEMORY OF THE WALLOON SETTLERS / WHO CAME OVER TO AMERICA IN THE / ""NIEW NEDERLAND"" UNDER THE / INSPIRATION OF JESSE DE FOREST OF / AVESNES THEN COUNTY OF HAINAUT / ONE OF THEPROVINCES / --- / 1624 - 1924 /",-74.015667,NY,0003,Gift of the Conseil Provincial du Hainaut (Belgium),,Manhattan,Stele,10004,,,Limestone,,1.0,,Department of Parks and Recreation
,False,,,,,,"explorer, italian, colonialism","BUT FOR COLUMBUS THERE WOULD BE NO AMERICA / PRESIDENT FRANKLIN D. ROOSEVELT / ON THIS SITE / WILL BE ERECTED / A MONUMENT TO / CHRISTOPHER COLUMBUS / THIS TABLET DEDICATED / ON OCTOBER 12, 1937 / BY THE ITALIAN CHAMBER OF COMMERCE OF/ THE BOROUGH OF QUEENS & ALLIED SOCIETIES",-73.917662,NY,,Gift of Italian Chamber of Commerce of Queens,,Queens,Plaque,11102,,,Bronze,,,,Department of Parks and Recreation
,True,6181,,Chinese,,,"nature, gate",,-73.832310,NY,4975,,,Queens,Ornamental Gate,11354,Ming,,Bronze,,15.0,Bronze Arts Inc.,New York City Economic Development Corporation
,False,2287,,,,,"korean war, military, war","THE FOUR TREES / WEST OF THE CHAPLAINS ROW / ARE PLANTED / IN SACRED MEMORY OF / MEMBERS OF ALL / OUR ARMED FORCES / OF THE UNITED STATES / WHO MADE / THE SUPREME SACRIFICE / IN THE KOREAN WAR OF 1950 / IN THE DEFENSE OF FREEDOM / PRESENTED TO / THE CITY OF NEW YORK / OCTOBER 25, 1953 / BY DAUGHTERS OF THE DEFENDERS OF THE REPUBLIC, U.S.A. / AMANDA SHAW HIRSCH / FOUNDER, PRESIDENT GENERAL",-73.963571,NY,1897,Gift of the Daughters of the Defenders of the Republic,,Manhattan,Plaque,10027,,,Bronze,,1.0,,Department of Parks and Recreation
,False,320,,,Embury II,,"world war i, war, astronomer, soldier, armed forces, veteran, czech","IN MEMORY OF / GENERAL MILAN R. STEFANIK / ASTRONOMER - SOLIDER / CZECHO-SLOVAK PATRIOT / BORN JULY 31, 1880 / DIED MAY 4, 1919 / DEDICATED BY / SLOVAK WELFARE CLUB (TATRA) / MAY 3, 1942 /",-73.982905,NY,0403,Gifted by the Slovak Welfare Club,,Manhattan,"Plaque, Plinth",10009,,,Bronze,,1.0,,Department of Parks and Recreation
,False,546,,"Woman, American",,Whitney,children,,-73.965397,NY,1183,Gift of Mrs. Walter V. Cranford,,Brooklyn,Statue,11238,Harriet,,Bronze,,1.0,American Art Foundry N.Y.,Brooklyn Botanic Garden
,False,832,,"Hungarian, American",,Hunt,"children, literary character, wpa",,-73.964445,NY,1117,Commissioned by The City of New York through The Temporary Emergency Relief Administration,,Brooklyn,Bas-Relief,11225,William,,Limestone,,1.0,,Department of Parks and Recreation
,False,6352,,"African American, Black American, Woman",,,"abstract, african american, black american, black history",,-73.925421,NY,1356,Commissioned through Department of Cultural Affairs Percent for Art Program,Jefferson Architects,Brooklyn,Sculpture,11213,Chakaia,,"Rubber Tires, Stainless Steel",,50.0,,Department of Design and Construction
