paper_st,honorary_nm,record_st,stair_st,feat_type,borough,roadway_typ,street_nm,feat_statu,the_geom,old_st_nm
,,,,Mapped_St,Staten Island,Surface_ST,Keegans Lane,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.13947887524687, 40.55106950751952], [-74.13880294354561, 40.55059691022686]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Rockaway Freeway,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.76158003552843, 40.599892025175855], [-73.76134393450583, 40.60014836232038]]]}",
N,,,,Mapped_St,Queens,Surface_ST,108 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.85698141621174, 40.7472674147441], [-73.85663684623455, 40.74659488354701]], [[-73.85663684623455, 40.74659488354701], [-73.85640510127172, 40.74614879494843], [-73.85629147326642, 40.74593006759515]], [[-73.85629147326642, 40.74593006759515], [-73.8562210477285, 40.745793081818526], [-73.85595057906458, 40.745266976107665]], [[-73.85595057906458, 40.745266976107665], [-73.85575287646317, 40.74488056840706], [-73.85561132553963, 40.74460390360726]], [[-73.85561132553963, 40.74460390360726], [-73.8552679155728, 40.743938222345655]], [[-73.8552679155728, 40.743938222345655], [-73.85496489575506, 40.74336125668295], [-73.85495034683153, 40.74333355494221]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Glenwood Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.7332363272408, 40.77184756144187], [-73.73331031465304, 40.77190315263209], [-73.7335977205775, 40.77213349906398], [-73.73400982794728, 40.77239340549071]], [[-73.73251437560751, 40.77128921299929], [-73.73316908313055, 40.771797037665486], [-73.7332363272408, 40.77184756144187]], [[-73.73239194131943, 40.771189480272476], [-73.73250930993491, 40.77128528313173], [-73.73251437560751, 40.77128921299929]], [[-73.731735481378, 40.77065357911938], [-73.73238882804233, 40.77118693811339], [-73.73239194131943, 40.771189480272476]], [[-73.73134811360184, 40.77004190734548], [-73.731735481378, 40.77065357911938]], [[-73.72918740072781, 40.76917307305915], [-73.72955664854213, 40.76926470253775], [-73.73088927744377, 40.76960744928812], [-73.7309972436228, 40.76965369033403], [-73.73109713803366, 40.76971308686644], [-73.73125735196167, 40.769864790971674], [-73.73134811360184, 40.77004190734548]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,East 51 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.92710673684307, 40.630570971035084], [-73.92735749075825, 40.632909779251726]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Walton Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.94938308319297, 40.70215814833339], [-73.94753321874302, 40.70335313407336]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Belmont Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.88138616722085, 40.6727159144029], [-73.88225460597151, 40.67258735729819]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Bruckner Expressway,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.83709061368987, 40.8289671473337], [-73.83698954365495, 40.82898375374792], [-73.83678212462746, 40.82901830057916], [-73.83629272949989, 40.82909197889532], [-73.83602697180336, 40.829150079570965], [-73.83581659540356, 40.829210437694556], [-73.83525758961586, 40.829339375016374], [-73.83468804290564, 40.82951581371614], [-73.83439898103875, 40.82960948286109], [-73.83388189178585, 40.82982338600644]], [[-73.84159951149111, 40.828726494525256], [-73.84122680144884, 40.82876053403522], [-73.84102340167493, 40.82877480674175], [-73.84058337713262, 40.82880567976381], [-73.84032294803413, 40.82882395073447], [-73.83747911842731, 40.82892810066804], [-73.83715124760735, 40.82895951571709], [-73.83709061368987, 40.8289671473337]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Linden Boulevard,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.89381908687659, 40.657035978426755], [-73.89297014344899, 40.6573598911852]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Avon Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.78281998411501, 40.71978447954745], [-73.78280361143703, 40.719694874681124], [-73.7827688072717, 40.719606666850844], [-73.78271618601124, 40.71952310804979], [-73.78264763162571, 40.719447200517024], [-73.78256611061056, 40.71938134519024], [-73.78237593438192, 40.719207690327664], [-73.78220095550502, 40.71902333158641], [-73.78204268502978, 40.71882944886565], [-73.78190239546927, 40.71862740531911], [-73.78180736041334, 40.71846382722099], [-73.78178111401168, 40.71841865278433], [-73.78167957979724, 40.718204768620176], [-73.78159825010889, 40.7179873746691]], [[-73.78159825010889, 40.7179873746691], [-73.78157253559542, 40.71789954029839], [-73.78136340440817, 40.71718516633963]], [[-73.78136340440817, 40.71718516633963], [-73.78133459956858, 40.717018561776655], [-73.78132808962526, 40.716848829746375], [-73.78133753813015, 40.71675092411747], [-73.78134451910907, 40.716678591969306], [-73.7813838080611, 40.7165105228076], [-73.78144516296818, 40.71634726824003], [-73.78152711302326, 40.71619122080536]], [[-73.78152711302326, 40.71619122080536], [-73.78160039544265, 40.71603241930748], [-73.78160048964716, 40.7160322033631], [-73.7816005625782, 40.716031978373216], [-73.78165325427035, 40.715864808029785], [-73.78165329131562, 40.71586469913798], [-73.78165331415308, 40.71586459202024], [-73.78168341197822, 40.715691102229854], [-73.78168342289511, 40.71569102120437], [-73.78168391450845, 40.715676427521856], [-73.78168938848636, 40.71551409971374], [-73.7816893888993, 40.715513973642686], [-73.78168937750684, 40.71551383854411], [-73.78167046628856, 40.71533648265284], [-73.78167045468969, 40.71533641058981], [-73.78167043125596, 40.71533633850431], [-73.78162681207249, 40.71516161926964], [-73.78162675363595, 40.71516139403053], [-73.78162667150028, 40.71516117775158], [-73.78155924525191, 40.714991960486415], [-73.78155921122617, 40.71499187037053], [-73.7815591629986, 40.714991780227706], [-73.78146962913267, 40.714830652588844], [-73.78146957031315, 40.71483054441562], [-73.78146948782408, 40.71483043619745], [-73.78136030834347, 40.71467985220522], [-73.78136021292514, 40.71467971694702], [-73.78136009499137, 40.71467959065121], [-73.78129914265257, 40.71461271533097], [-73.78123398764747, 40.71454123036909]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,11 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.00946192677173, 40.625242827170155], [-74.01004189292108, 40.62468620259004]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Coney Island Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.97155930447414, 40.648822827884324], [-73.97139631709952, 40.64825778553792]]]}",
,,,,Not_mapped,Staten Island,Surface_ST,Edgeview Lane,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.13919494447532, 40.63930025683805], [-74.13930087028726, 40.639316669314795], [-74.1394831731116, 40.63934491555859], [-74.13955439485515, 40.63934661397578], [-74.13961461167523, 40.63932610538635], [-74.14036584707749, 40.638940787764874], [-74.14047949545683, 40.63888249521479]]]}",
,,,,Mapped_St,Queens,Surface_ST,Whitney Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.87824170100627, 40.74239662068568], [-73.87831221430906, 40.742323617200135], [-73.87840585685969, 40.74221720944068]], [[-73.87840585685969, 40.74221720944068], [-73.87861147586402, 40.74199188554233], [-73.87882387634538, 40.741770230886786], [-73.87888104610344, 40.74173158676369], [-73.87894357950923, 40.74169809132987], [-73.87901067917973, 40.74167017169221], [-73.87908148951003, 40.74164818385898], [-73.87941623385437, 40.74155262710064], [-73.87974958559413, 40.7414542953151], [-73.88027765520894, 40.74129746100153]]]}",
,,,,Mapped_St,Bronx,Surface_ST,East 193 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.89244003128424, 40.86404114490946], [-73.89179062931977, 40.86365008427693]], [[-73.89179062931977, 40.86365008427693], [-73.89065393045516, 40.86295483370762]], [[-73.89065393045516, 40.86295483370762], [-73.89010568687691, 40.862615414194956]]]}",
,,,,Mapped_St,Manhattan,Surface_ST,West 187 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.93792391296783, 40.85560558061395], [-73.9378017874349, 40.85541268999048]]]}",
,,,N,Mapped_St,Bronx,Surface_ST,Pennyfield Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.81118503832569, 40.82077193084189], [-73.8111916604199, 40.82078424069011], [-73.81167850186391, 40.82168922972213], [-73.81171198117393, 40.82175146378722], [-73.81203050943837, 40.8223435584395], [-73.81209175853553, 40.8224574109703]]]}",
,,,,Mapped_St,Manhattan,Surface_ST,West 97 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.97411167024246, 40.79652664225658], [-73.97425573179255, 40.79658837045786], [-73.9742827449916, 40.796599946107975]], [[-73.97271644040904, 40.79592878753834], [-73.97411167024246, 40.79652664225658]], [[-73.9712909980858, 40.79532770617054], [-73.97271644040904, 40.79592878753834]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Lefferts Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.96142916980095, 40.661690633880255], [-73.96076970231692, 40.66173400486327]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Remsen Place,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.90065695461496, 40.72485247692666], [-73.90115993403897, 40.72541339962281]], [[-73.90015153286816, 40.7242888168181], [-73.90065695461496, 40.72485247692666]], [[-73.89960970346763, 40.72368454212563], [-73.90015153286816, 40.7242888168181]], [[-73.89960908073705, 40.72368384728957], [-73.89960970346763, 40.72368454212563]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Bond Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.1323421131589, 40.63543683216948], [-74.13100433564007, 40.634845403195285], [-74.13086821107858, 40.63472938481588]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Sackman Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.9029042748087, 40.66184477386601], [-73.90330041723564, 40.66338195198107]]]}",
N,,Y,N,Not_mapped,Staten Island,Surface_ST,Silver Beech Road,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.09627176421817, 40.60888031463887], [-74.09603485717781, 40.608531721730714], [-74.09603317570624, 40.60853085863447]]]}",
N,,,,Mapped_St,Queens,Surface_ST,162 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.79975053681976, 40.793131376307315], [-73.79982550964257, 40.792621114313654], [-73.79985395979978, 40.79242748902965]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Vandervoort Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.93377350567408, 40.71512975629841], [-73.93397790884917, 40.71558874955752], [-73.93408218202468, 40.71582063673054], [-73.93408834274365, 40.7158343793462]]]}",
N,,,,Mapped_St,Queens,Surface_ST,177 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.78337149586244, 40.706831635107605], [-73.78356607655182, 40.707303168974285], [-73.78380650511274, 40.707885793144875], [-73.78382527448312, 40.70792918813928]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Vermont Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.89530992796897, 40.677496277929755], [-73.89568790792411, 40.678975632753065]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Anderson Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.06862756511646, 40.61416084916197], [-74.06861733527366, 40.61414484850343], [-74.06790117774466, 40.61320683331494]]]}",
,,,,Mapped_St,Queens,Surface_ST,44 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.85313710364883, 40.74939534164577], [-73.8524817772154, 40.74960569659371], [-73.85140113250687, 40.74998097080809], [-73.85135627268217, 40.749997403915415]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Brooklyn Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.94529819158265, 40.66598397086877], [-73.94538240450164, 40.665085406597655]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Mathews Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.10834670283575, 40.6258045619043], [-74.1075098016519, 40.62588767314944]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Avenue U,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.94189057607858, 40.600427418649424], [-73.94116609864234, 40.60050801601892]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Hawthorne Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.14818608832388, 40.61333531636741], [-74.14819443302348, 40.61292955363911], [-74.14836508498004, 40.612335282266926]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Olympia Boulevard,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.0876937774889, 40.578684401143825], [-74.0889813819497, 40.57715098744893]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Park Place,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.96006535405267, 40.6748758904455], [-73.96333149958011, 40.67556249925533]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Sutter Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.80170470838479, 40.672393275546625], [-73.80220605440235, 40.672373417653], [-73.80267645866117, 40.67235478324506]], [[-73.80267645866117, 40.67235478324506], [-73.80348513968053, 40.67232050239944], [-73.8035905860166, 40.67231603129115]], [[-73.8035905860166, 40.67231603129115], [-73.80449234842966, 40.6722787639333]], [[-73.80449234842966, 40.6722787639333], [-73.80503983638799, 40.672254609088526], [-73.80539214175828, 40.672239063786336]], [[-73.80539214175828, 40.672239063786336], [-73.8058480287891, 40.67223090539708], [-73.80636460694585, 40.6722216586821]], [[-73.80636460694585, 40.6722216586821], [-73.80695508100928, 40.672222054834684], [-73.80745271356436, 40.67222238626715]], [[-73.80745271356436, 40.67222238626715], [-73.80872540389066, 40.67220405036701]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Raymond Place,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.12496281667511, 40.628990241714874], [-74.12515599767191, 40.62921799835457]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Bishop Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.12549400050699, 40.57288279974656], [-74.12552098276632, 40.57289386834339], [-74.12593393299002, 40.573063260897165], [-74.12627182202122, 40.57319668466151], [-74.12681130701702, 40.57340970944872], [-74.12771493522818, 40.573758687710715], [-74.12908385210199, 40.57472216162315], [-74.12910849764509, 40.57473950686359]]]}",
N,,,,Mapped_St,Queens,Surface_ST,204 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.78042080156459, 40.76047107428813], [-73.7811668042306, 40.76207333551337]], [[-73.77967421389955, 40.758867476618555], [-73.78042080156459, 40.76047107428813]], [[-73.77926286889138, 40.757727745879016], [-73.77921994173848, 40.75787727398354], [-73.77967421389955, 40.758867476618555]], [[-73.77937298691194, 40.75758302819992], [-73.77926286889138, 40.757727745879016]], [[-73.77901535476988, 40.75693411210205], [-73.77932342699454, 40.757493104912875], [-73.77937298691194, 40.75758302819992]], [[-73.77865148717169, 40.756274980082054], [-73.77901535476988, 40.75693411210205]], [[-73.77826805637348, 40.755621590443134], [-73.77838965900375, 40.75582881163744], [-73.77865148717169, 40.756274980082054]], [[-73.7777442679983, 40.75500577888935], [-73.77806942083296, 40.755388052861456], [-73.77826805637348, 40.755621590443134]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Drumgoole Road East,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.17299262122604, 40.55794599409878], [-74.17303210339963, 40.55790657706807], [-74.17322470457286, 40.55771722999116], [-74.17384790099116, 40.55710455998739]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,MacDougal Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.90671941191253, 40.680767421937624], [-73.90856870661932, 40.68055415691716]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,South 2 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.95621932368795, 40.71112054141506], [-73.95754203050124, 40.71160565488666]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,New York Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.94512335183168, 40.636448279415944], [-73.9448804276754, 40.63417695483387]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Neptune Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.00110488656617, 40.57712147105885], [-74.00215998852822, 40.57700625200257]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Four Corners Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.10910964725622, 40.59241221004986], [-74.1092294037352, 40.5924742324069], [-74.11062586381519, 40.59326639828561]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Cozine Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.87757897963432, 40.658337297455674], [-73.87749768352035, 40.65837244185112], [-73.87670832238013, 40.65871368436552]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Vanderveer Place,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.95707031027207, 40.6419606716718], [-73.95541078210402, 40.64206177084117]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,40 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.98687607973523, 40.64006923691055], [-73.98467241335523, 40.638735756416864]]]}",
,,Y,,Not_mapped,Staten Island,Surface_ST,Crabtree Avenue,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.221856813478, 40.54141258216812], [-74.22177522130345, 40.54143117183498], [-74.22104009820751, 40.54159865065191], [-74.22090758058572, 40.54164703719779], [-74.21817762421817, 40.54226039905588]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Burgher Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.09024241141451, 40.59173403822745], [-74.09085488272412, 40.592048945931516]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Avenue N,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.91826562978257, 40.61948427594022], [-73.91726440911889, 40.61954803791196], [-73.91725998415946, 40.619548306684514]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,St. George Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.13297232118872, 40.57567942466727], [-74.134726975308, 40.57547798956576]]]}",
Y,,,,Mapped_St,Staten Island,Surface_ST,Butler Terrace,Paper_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.0917262256675, 40.63554758188602], [-74.09180782243985, 40.63587876113562]]]}",
